Quantity,Name
"1","Six"
"1","Windswept Heath"
"1","Twinshot Sniper"
"1","Cling to Dust"
"3","Mountain"
"1","Festering Mummy"
"1","Bloodghast"
"4","Forest"
"1","Death's Shadow"
"1","Sedgemoor Witch"
"1","Marsh Flats"
"1","Bloodchief's Thirst"
"1","Unearth"
"1","Rishadan Port"
"1","Commercial District"
"1","Tarmogoyf"
"1","Rabbit Battery"
"1","Reinforced Ronin"
"1","Heritage Reclamation"
"1","The Huntsman's Redemption"
"1","Sparring Construct"
"1","Infernal Grasp"
"1","Cankerbloom"
"1","Inexorable Blob"
"1","Nurturing Peatland"
"1","Dark Confidant"
"1","Firebolt"
"1","Audacity"
"1","Takenuma, Abandoned Mire"
"1","Raucous Theater"
"1","Flames of the Firebrand"
"1","Canyon Slough"
"1","Bone Shards"
"1","Swamp"
"1","Sylvan Library"

Sideboard
"1","Abundant Harvest"
"1","Blackmail"
"1","Mesmeric Fiend"
"1","Dreadhorde Arcanist"
"1","March of Otherworldly Light"
"1","Brightglass Gearhulk"
"1","Song of the Dryads"
"1","Krenko, Tin Street Kingpin"
"1","Touch the Spirit Realm"
"1","Mosquito Guard"
"1","Chatter of the Squirrel"
"1","Scrabbling Claws"
"1","Tibalt's Rager"
