Quantity,Name
"1","Hedge Maze"
"1","Wrenn and Six"
"1","Urza's Bauble"
"1","Stomping Ground"
"1","Crop Rotation"
"1","Courser of Kruphix"
"1","Tireless Tracker"
"1","Cathar Commando"
"1","Marsh Flats"
"1","Aether Spellbomb"
"1","Ulcerate"
"1","Explore"
"1","Lingering Souls"
"1","Portable Hole"
"1","Fetid Pools"
"1","Lush Portico"
"1","Field of the Dead"
"1","Gilded Goose"
"1","Remand"
"1","Horizon Canopy"
"1","Knight of the Reliquary"
"1","Lórien Revealed"
"1","Esika's Chariot"
"1","Breeding Pool"
"1","Godless Shrine"
"1","Engineered Explosives"
"1","Utopia Sprawl"
"1","Restless Vinestalk"
"1","Underground Mortuary"
"1","Sheltered Thicket"
"1","Life from the Loam"
"1","Urza's Saga"
"2","Verdant Catacombs"
"1","Traverse the Ulvenwald"
"1","Temple Garden"
"1","Grim Bauble"
"1","Undercity Sewers"
"1","Windswept Heath"
"1","Murderous Cut"

Sideboard
"1","Pestermite"
"1","Dauntless Bodyguard"
"1","Warden of the Inner Sky"
"1","Wilderness Reclamation"
"1","Arbor Elf"
