Quantity,Name
"1","Cloudgoat Ranger"
"1","Jiang Yanggu, Wildcrafter"
"1","Paladin of the Bloodstained"
"1","Pledge of Unity"
"1","Fortified Village"
"1","Doomgape"
"1","Blinding Mage"
"1","Cloudshift"
"1","Sprouting Renewal"
"1","Galepowder Mage"
"1","Chatter of the Squirrel"
"1","Dawn Charm"
"1","Raise the Alarm"
"6","Forest"
"1","Shanna, Sisay's Legacy"
"1","Sparring Construct"
"1","Soul Warden"
"1","Woodland Champion"
"9","Plains"
"1","Patrol Signaler"
"1","Throne of the God-Pharaoh"
"1","Gwyllion Hedge-Mage"
"1","Tukatongue Thallid"
"1","Anointed Procession"
"1","Verdant Force"
"1","Journey to Nowhere"
"1","Restoration Angel"
