Quantity,Name
"1","Darksteel Colossus"
"1","Groundswell"
"1","Lightning Bolt"
"1","Reclamation Sage"
"1","Vines of Vastwood"
"1","Catalyst Elemental"
"1","Serpent-Blade Assailant"
"1","Recross the Paths"
"1","Spellbreaker Behemoth"
"1","Lightning Greaves"
"1","Wickerbough Elder"
"9","Forest"
"7","Mountain"
"1","Rabbit Battery"
"1","Acidic Slime"
"1","Iron Myr"
"1","Rootbound Crag"
"1","Cankerbloom"
"1","Domri, Anarch of Bolas"
"1","Utopia Sprawl"
"1","Kronch Wrangler"
"1","Skarrgan Hellkite"
"1","Witherscale Wurm"
"1","Domri's Ambush"
"1","Summit Apes"
"1","Untamed Kavu"
"1","Tilling Treefolk"
