Quantity,Name
"1","Foreboding Ruins"
"1","Cloudgoat Ranger"
"1","Dragonskull Summit"
"1","Hellion Eruption"
"2","Devouring Hellion"
"1","Kathari Bomber"
"1","Puncture Blast"
"1","Nobilis of War"
"1","Isolated Chapel"
"1","Angel of Salvation"
"1","Warcry Phoenix"
"1","Blinding Mage"
"1","Makeshift Munitions"
"3","Mountain"
"1","Spectral Procession"
"1","Raise the Alarm"
"2","Swamp"
"1","Marshal's Anthem"
"7","Plains"
"1","Glory of Warfare"
"1","Soul Warden"
"1","Shineshadow Snarl"
"1","Meadowboon"
"1","Unmake"
"1","Swords to Plowshares"
"1","Gwyllion Hedge-Mage"
"1","Anointed Procession"
"1","Vona's Hunger"
"1","Hordeling Outburst"
