Quantity,Name
"2","Mountain"
"1","Sanctum Seeker"
"1","Pharika's Spawn"
"1","Verdant Catacombs"
"1","The Long Reach of Night // Animus of Night's Reach"
"5","Forest"
"1","Malakir Bloodwitch"
"1","Chainweb Aracnir"
"1","Cankerbloom"
"1","Uncharted Haven"
"1","Rise from the Grave"
"1","Acidic Slime"
"7","Swamp"
"1","Blade of the Bloodchief"
"1","Butcher of Malakir"
"1","Executioner's Capsule"
"1","Serpent-Blade Assailant"
"1","Cut Down"
"1","Mayhem Devil"
"1","Doomgape"
"1","Grim Discovery"
"1","Woodland Cemetery"
"1","Nissa, Who Shakes the World"
"1","Liliana, Death's Majesty"
"1","Sprout Swarm"
"1","Vampire Aristocrat"
"1","Stitch Together"
"1","Slimefoot, the Stowaway"
"1","Knight of the Ebon Legion"
