Quantity,Name
"1","Virtue of Persistence // Locthwain Scorn"
"1","Augur of Autumn"
"1","Call of the Herd"
"1","Lotus Cobra"
"1","Boseiju, Who Endures"
"1","Primeval Titan"
"1","Grim Discovery"
"2","Island"
"1","Ravenous Squirrel"
"1","Scavenging Ooze"
"1","Murderous Redcap"
"1","Bitter Triumph"
"5","Forest"
"1","Lord Skitter, Sewer King"
"1","Wooded Foothills"
"1","Pick Your Poison"
"5","Swamp"
"1","Titania, Protector of Argoth"
"1","Vivien, Champion of the Wilds"
"1","Ignoble Hierarch"
"1","Dead Weight"
"1","Faerie Dreamthief"
"1","Bitterblossom"
"1","Overgrown Tomb"
"1","Mosswood Dreadknight // Dread Whispers"
"1","Misty Rainforest"
"1","Carrion Feeder"
"1","Toxic Deluge"
"1","Eternal Witness"
"1","Polluted Delta"
"1","Hostage Taker"
