Quantity,Name
"1","Foreboding Ruins"
"4","Swamp"
"1","Dragonskull Summit"
"1","Vampire Aristocrat"
"1","Kathari Bomber"
"1","Tibalt, Rakish Instigator"
"1","Liliana, Death's Majesty"
"1","Siege-Gang Commander"
"1","Vampire's Bite"
"1","Orzhov Racketeers"
"1","Makeshift Munitions"
"1","Faithless Looting"
"1","Grim Initiate"
"1","Zulaport Cutthroat"
"1","Lightning Greaves"
"1","Fury Charm"
"1","Disfigure"
"1","Leaden Myr"
"1","Sparring Construct"
"1","Bankrupt in Blood"
"1","Soul-Scar Mage"
"1","Guttersnipe"
"6","Mountain"
"1","Bolt Bend"
"1","Skarrgan Hellkite"
"1","Comet Storm"
"1","Goblin Arsonist"
"1","Tibalt's Rager"
