Quantity,Name
"6","Island"
"1","Simic Guildgate"
"1","Remove Soul"
"1","Essence Capture"
"1","The Reality Chip"
"1","Gomazoa"
"1","Vines of Vastwood"
"1","Hinterland Harbor"
"1","Giant Growth"
"1","Swans of Bryn Argoll"
"1","Flux Channeler"
"1","Stealth Mission"
"1","Unsummon"
"1","Lightning Greaves"
"1","Wickerbough Elder"
"6","Forest"
"1","Siren Stormtamer"
"1","Blade of the Bloodchief"
"1","Field of Ruin"
"1","Thornling"
"1","Aether Tradewinds"
"1","Into the Roil"
"1","Fact or Fiction"
"1","Teferi's Time Twist"
"1","Frilled Mystic"
"1","Vineglimmer Snarl"
"1","Chainweb Aracnir"
"1","Merfolk Skydiver"
"1","Sphinx of Lost Truths"
"1","Untamed Kavu"
