Quantity,Name
1,Bloodsoaked Champion
1,Otawara, Soaring City
1,Anje's Ravager
1,Polluted Delta
1,Curator of Mysteries
1,Watery Grave
1,Treasure Cruise
2,Swamp
1,Fire // Ice
1,Kitesail Freebooter
1,Goldhound
2,Mountain
1,Marsh Flats
1,Serum Visions
1,Irencrag Pyromancer
1,Unearth
1,Containment Construct
1,Fatal Push
1,Brainsurge
1,Shelldock Isle
1,Duress
1,Accursed Marauder
1,Psychic Frog
1,Scalding Tarn
1,Lórien Revealed
1,Mystic Sanctuary
1,Arid Mesa
1,Island
1,Misty Rainforest
1,Scrapwork Mutt
1,Mischievous Mystic
1,Preordain
1,Hostage Taker
1,Stern Scolding
1,Grim Bauble
1,Thoughtseize
1,Steam Vents
1,Undercity Sewers

Sideboard
1,Candy Trail
1,Festering Mummy
1,Grim Discovery
1,Dress Down
1,Scrabbling Claws
1,Pyrite Spellbomb
1,Aether Tradewinds
1,Breeding Pool
1,Delay
1,Tectonic Edge
