Quantity,Name
1,Scalding Viper // Steam Clean
1,Shark Typhoon
1,Triton Wavebreaker
1,Ponder
5,Mountain
1,Goblin Guide
1,Sprite Dragon
1,Thundering Falls
1,Mana Leak
1,Chart a Course
1,Miscalculation
1,Barbarian Ring
1,Man-o'-War
1,Dragon's Rage Channeler
1,Grim Lavamancer
1,Daze
1,Ethereal Forager
1,Unsummon
1,Scalding Tarn
1,Fiery Islet
1,Virtue of Knowledge // Vantress Visions
1,Flame Slash
1,Spellstutter Sprite
1,Dreamtide Whale
7,Island
1,Flames of the Firebrand
1,Thing in the Ice // Awoken Horror
1,Vexing Gull
1,Brainstorm
1,Steam Vents
1,Rielle, the Everwise
1,Counterspell

Sideboard
1,Portent
1,Boseiju, Who Endures
1,Murderous Redcap
1,Spell Pierce
1,Tangled Colony
1,Turn to Mist
1,Death's Shadow
1,Aether Spellbomb
1,Hunting Triad
1,Censor
1,Condescend
1,Nurturing Peatland
1,Tameshi, Reality Architect
1,Meadowboon
1,Moon-Circuit Hacker
