Quantity,Name
"1","Blood Crypt"
"2","Forest"
"1","Primeval Titan"
"1","Windswept Heath"
"1","Hedge Maze"
"1","Six"
"1","Call of the Herd"
"1","Life from the Loam"
"1","Wrenn and Six"
"1","Polluted Delta"
"1","Eternal Witness"
"1","Tamiyo, Compleated Sage"
"1","Watery Grave"
"1","Territorial Kavu"
"1","Marsh Flats"
"1","Kishla Skimmer"
"1","Edge of Autumn"
"1","Hallowed Fountain"
"1","The Goose Mother"
"1","Commercial District"
"1","Kiora, the Rising Tide"
"1","Faithless Looting"
"1","Field of the Dead"
"1","Reckless Pyrosurfer"
"1","Engineered Explosives"
"1","Titania, Protector of Argoth"
"1","Grim Flayer"
"1","Fact or Fiction"
"1","Celestial Colonnade"
"1","Infernal Grasp"
"1","Virtue of Persistence // Locthwain Scorn"
"1","Breeding Pool"
"1","Lotus Cobra"
"1","Misty Rainforest"
"1","Merfolk Looter"
"1","Traverse the Ulvenwald"
"2","Temple Garden"
"1","Murderous Cut"

Sideboard
"1","Mystic Confluence"
"1","Bloodghast"
"1","Enlightened Tutor"
"1","Golos, Tireless Pilgrim"
"1","Proft's Eidetic Memory"
"1","March of Otherworldly Light"
"1","Negate"
