Quantity,Name
1,Journey to Nowhere
1,Dark Confidant
1,Knight of the Ebon Legion
1,Flooded Strand
1,Thalia, Guardian of Thraben
1,Gitaxian Probe
2,Godless Shrine
1,Swamp
1,Kor Skyfisher
1,Esper Sentinel
6,Mountain
1,Fungal Infection
1,Fearless Fledgling
1,Den of the Bugbear
1,Portable Hole
1,Blazing Rootwalla
1,Sunbaked Canyon
1,Comet Storm
1,Rabbit Battery
1,Reinforced Ronin
1,Soul Partition
1,Read the Bones
1,Cemetery Gatekeeper
1,Magma Jet
1,Seasoned Hallowblade
1,Oust
1,Steppe Lynx
2,Plains
1,Seal of Fire
1,Takenuma, Abandoned Mire
1,Silent Clearing
1,Ogre-Head Helm
1,Lion Sash

Sideboard
1,Cling to Dust
1,Qasali Pridemage
1,Blackmail
1,Repeal
1,Sedgemoor Witch
1,Kitchen Finks
1,Luminarch Aspirant
1,Dauntless Bodyguard
1,Thraben Inspector
1,Inexorable Blob
1,Meticulous Archive
1,Restless Vinestalk
1,Goldmeadow Harrier
1,Bone Shards
