Quantity,Name
"1","Cloudgoat Ranger"
"1","Hellion Eruption"
"1","Paladin of the Bloodstained"
"1","Fateful End"
"1","Clifftop Retreat"
"1","Lightning Bolt"
"1","Siege-Gang Commander"
"5","Plains"
"1","Terramorphic Expanse"
"1","Makeshift Munitions"
"1","Oblivion Ring"
"1","Faithless Looting"
"1","Restoration Angel"
"1","Grim Initiate"
"1","Spectral Procession"
"1","Rockslide Elemental"
"1","Gold Myr"
"1","Alseid of Life's Bounty"
"1","Krenko, Tin Street Kingpin"
"3","Forest"
"1","Glory of Warfare"
"1","Furycalm Snarl"
"1","Meadowboon"
"1","Rabbit Battery"
"1","Shinewend"
"1","Swords to Plowshares"
"4","Mountain"
"1","Gluttonous Slime"
"1","Anointed Procession"
"1","Wind-Scarred Crag"
"1","Jinxed Idol"
