Quantity,Name
"1","Game Trail"
"7","Mountain"
"1","Infuriate"
"1","Darksteel Colossus"
"1","Groundswell"
"1","Obstinate Baloth"
"1","Devoted Druid"
"1","Stingerfling Spider"
"1","Catalyst Elemental"
"1","Kazandu Refuge"
"1","Recross the Paths"
"1","Canopy Cover"
"1","Harrow"
"1","Grinning Ignus"
"1","Loxodon Warhammer"
"7","Forest"
"1","Rabbit Battery"
"1","Copper Myr"
"1","Thornling"
"1","Rootbound Crag"
"1","Domri, Anarch of Bolas"
"1","Magma Phoenix"
"1","Eternal Witness"
"1","Entangling Vines"
"1","Witherscale Wurm"
"1","Rubblebelt Rioters"
"1","Domri's Ambush"
"1","Arbor Elf"
