Quantity,Name
"1","Cloudgoat Ranger"
"1","Brineborn Cutthroat"
"1","Essence Capture"
"1","The Reality Chip"
"1","Reclamation Sage"
"1","Mana Leak"
"1","Angel of Salvation"
"1","Kor Sanctifiers"
"1","Leech Bonder"
"1","Mulldrifter"
"1","Turn to Mist"
"1","Sprouting Renewal"
"1","Sunpetal Grove"
"1","Kitchen Finks"
"1","Silver Myr"
"4","Forest"
"1","Fact or Fiction"
"1","Gilder Bairn"
"1","Port Town"
"1","River Boa"
"1","Teferi's Time Twist"
"1","Inspiring Cleric"
"1","Ghostly Flicker"
"5","Plains"
"5","Island"
"1","Meadowboon"
"1","Shinewend"
"1","Swords to Plowshares"
"1","Azorius Guildgate"
"1","Jaddi Lifestrider"
"1","Panharmonicon"
"1","Prison Term"
