Quantity,Name
"1","Tibalt's Rager"
"1","Lion Sash"
"1","Restoration Angel"
"1","Ogre-Head Helm"
"1","Rigging Runner"
"8","Plains"
"1","Mosquito Guard"
"1","Scalding Tarn"
"1","Triskelion"
"1","Touch the Spirit Realm"
"1","Iron Myr"
"1","Reinforced Ronin"
"1","Rabbit Battery"
"8","Mountain"
"1","Towashi Guide-Bot"
"1","Hellkite Charger"
"1","Kor Duelist"
"1","Spirited Companion"
"1","Faithless Looting"
"1","Harm's Way"
"1","Warcry Phoenix"
"1","Punishing Fire"
"1","Nobilis of War"
"1","Chain Lightning"
"1","Fateful End"
"1","Arcbound Tracker"
"1","Sai of the Shinobi"
